NM_SUBAREA_CONHECIMENTO,CD_AREA_AVALIACAO,CS_STATUS_JURIDICO,DS_DEPENDENCIA_ADMINISTRATIVA,NM_REGIAO,SG_UF_PROGRAMA,NM_MUNICIPIO_PROGRAMA_IES,NM_MODALIDADE_PROGRAMA,NM_PROGRAMA_IES,CD_CONCEITO_PROGRAMA,AN_INICIO_PROGRAMA,DS_SITUACAO_PROGRAMA
NÃO SE APLICA,26,PARTICULAR,PRIVADA,SUL,RS,PASSO FUNDO,ACADÊMICO,DIREITO,3,2014,EM FUNCIONAMENTO
NÃO SE APLICA,24,PARTICULAR,PRIVADA,SUL,RS,PASSO FUNDO,ACADÊMICO,BIOEXPERIMENTAÇÃO,4,2012,EM FUNCIONAMENTO
NÃO SE APLICA,40,PARTICULAR,PRIVADA,SUL,RS,PASSO FUNDO,ACADÊMICO,HISTÓRIA,4,1999,EM FUNCIONAMENTO
NÃO SE APLICA,42,PARTICULAR,PRIVADA,SUL,RS,PASSO FUNDO,ACADÊMICO,AGRONOMIA,4,1996,EM FUNCIONAMENTO
ENSINO DE CIÊNCIAS E MATEMÁTICA,46,PARTICULAR,PRIVADA,SUL,RS,PASSO FUNDO,PROFISSIONAL,ENSINO DE CIÊNCIAS E MATEMÁTICA,4,2014,EM FUNCIONAMENTO
NÃO SE APLICA,18,PARTICULAR,PRIVADA,SUL,RS,PASSO FUNDO,ACADÊMICO,ODONTOLOGIA,5,2010,EM FUNCIONAMENTO
NÃO SE APLICA,10,PARTICULAR,PRIVADA,SUL,RS,PASSO FUNDO,ACADÊMICO,ENGENHARIA CIVIL E AMBIENTAL,5,2003,EM FUNCIONAMENTO
NÃO SE APLICA,27,PARTICULAR,PRIVADA,SUL,RS,PASSO FUNDO,ACADÊMICO,ADMINISTRAÇÃO,4,2015,EM FUNCIONAMENTO
NÃO SE APLICA,2,PARTICULAR,PRIVADA,SUL,RS,PASSO FUNDO,PROFISSIONAL,COMPUTAÇÃO APLICADA,4,2014,EM FUNCIONAMENTO
NÃO SE APLICA,25,PARTICULAR,PRIVADA,SUL,RS,PASSO FUNDO,ACADÊMICO,CIÊNCIA E TECNOLOGIA DE ALIMENTOS,4,2014,EM FUNCIONAMENTO
NÃO SE APLICA,49,PARTICULAR,PRIVADA,SUL,RS,PASSO FUNDO,ACADÊMICO,CIÊNCIAS AMBIENTAIS,3,2016,EM FUNCIONAMENTO
NÃO SE APLICA,41,PARTICULAR,PRIVADA,SUL,RS,PASSO FUNDO,ACADÊMICO,LETRAS,5,2003,EM FUNCIONAMENTO
SAÚDE E BIOLÓGICAS,45,PARTICULAR,PRIVADA,SUL,RS,PASSO FUNDO,ACADÊMICO,ENVELHECIMENTO HUMANO,5,2009,EM FUNCIONAMENTO
NÃO SE APLICA,13,PARTICULAR,PRIVADA,SUL,RS,PASSO FUNDO,PROFISSIONAL,PROJETO E PROCESSOS DE FABRICAÇÃO,3,2011,EM FUNCIONAMENTO
NÃO SE APLICA,26,PARTICULAR,PRIVADA,SUL,RS,SANTO ÂNGELO,ACADÊMICO,DIREITO,4,2006,EM FUNCIONAMENTO
NÃO SE APLICA,38,PARTICULAR,PRIVADA,SUL,RS,FREDERICO WESTPHALEN,ACADÊMICO,EDUCAÇÃO,4,2011,EM FUNCIONAMENTO
NÃO SE APLICA,7,PARTICULAR,PRIVADA,SUL,RS,ERECHIM,ACADÊMICO,ECOLOGIA,3,2007,EM FUNCIONAMENTO
NÃO SE APLICA,25,PARTICULAR,PRIVADA,SUL,RS,ERECHIM,ACADÊMICO,ENGENHARIA DE ALIMENTOS,4,2002,EM FUNCIONAMENTO
NÃO SE APLICA,27,PARTICULAR,PRIVADA,SUL,RS,SANTO ÂNGELO,PROFISSIONAL,GESTÃO ESTRATÉGICA DE ORGANIZAÇÕES,3,2011,EM FUNCIONAMENTO
ENSINO DE CIÊNCIAS E MATEMÁTICA,46,PARTICULAR,PRIVADA,SUL,RS,SANTO ÂNGELO,PROFISSIONAL,ENSINO CIENTIFICO E TECNOLÓGICO,5,2009,EM FUNCIONAMENTO
NÃO SE APLICA,48,PARTICULAR,PRIVADA,SUL,RS,LAJEADO,ACADÊMICO,BIOTECNOLOGIA,5,2012,EM FUNCIONAMENTO
NÃO SE APLICA,49,PARTICULAR,PRIVADA,SUL,RS,LAJEADO,ACADÊMICO,AMBIENTE E DESENVOLVIMENTO,5,2006,EM FUNCIONAMENTO
ENSINO DE CIÊNCIAS E MATEMÁTICA,46,PARTICULAR,PRIVADA,SUL,RS,LAJEADO,PROFISSIONAL,ENSINO DE CIÊNCIAS EXATAS,5,2007,EM FUNCIONAMENTO
NÃO SE APLICA,15,PARTICULAR,PRIVADA,SUL,RS,LAJEADO,ACADÊMICO,CIÊNCIAS MÉDICAS,3,2020,EM FUNCIONAMENTO
NÃO SE APLICA,46,PARTICULAR,PRIVADA,SUL,RS,LAJEADO,ACADÊMICO,ENSINO,4,2013,EM FUNCIONAMENTO
NÃO SE APLICA,37,FEDERAL,PÚBLICA,SUL,RS,PORTO ALEGRE,ACADÊMICO,PSICOLOGIA E SAÚDE,4,2016,EM FUNCIONAMENTO
NÃO SE APLICA,15,FEDERAL,PÚBLICA,SUL,RS,PORTO ALEGRE,ACADÊMICO,CIÊNCIAS DA SAÚDE,5,2002,EM FUNCIONAMENTO
CLÍNICA MÉDICA,16,FEDERAL,PÚBLICA,SUL,RS,PORTO ALEGRE,ACADÊMICO,PEDIATRIA: ATENÇÃO A SAÚDE DA CRIANÇA E DO ADOLESCENTE,3,2016,EM FUNCIONAMENTO
NÃO SE APLICA,21,FEDERAL,PÚBLICA,SUL,RS,PORTO ALEGRE,ACADÊMICO,CIÊNCIAS DA REABILITAÇÃO,4,2011,EM FUNCIONAMENTO
NÃO SE APLICA,6,FEDERAL,PÚBLICA,SUL,RS,PORTO ALEGRE,ACADÊMICO,BIOCIÊNCIAS,5,2015,EM FUNCIONAMENTO
NÃO SE APLICA,20,FEDERAL,PÚBLICA,SUL,RS,PORTO ALEGRE,PROFISSIONAL,ENFERMAGEM,3,2015,EM FUNCIONAMENTO
CLÍNICA MÉDICA,15,FEDERAL,PÚBLICA,SUL,RS,PORTO ALEGRE,ACADÊMICO,MEDICINA (HEPATOLOGIA),3,1993,EM FUNCIONAMENTO
ANATOMIA PATOLÓGICA E PATOLOGIA CLÍNICA,16,FEDERAL,PÚBLICA,SUL,RS,PORTO ALEGRE,ACADÊMICO,PATOLOGIA,4,1993,EM FUNCIONAMENTO
NÃO SE APLICA,46,FEDERAL,PÚBLICA,SUL,RS,PORTO ALEGRE,PROFISSIONAL,ENSINO NA SAÚDE,4,2014,EM FUNCIONAMENTO
SAÚDE E BIOLÓGICAS,45,FEDERAL,PÚBLICA,SUL,RS,PORTO ALEGRE,ACADÊMICO,TECNOLOGIAS DA INFORMAÇÃO E GESTÃO EM SAÚDE,3,2018,EM FUNCIONAMENTO
NÃO SE APLICA,50,FEDERAL,PÚBLICA,SUL,RS,PORTO ALEGRE,ACADÊMICO,CIÊNCIAS DA NUTRIÇÃO,3,2017,EM FUNCIONAMENTO
NÃO SE APLICA,44,PARTICULAR,PRIVADA,SUL,RS,SÃO LEOPOLDO,ACADÊMICO,TEOLOGIA,5,1983,EM FUNCIONAMENTO
NÃO SE APLICA,44,PARTICULAR,PRIVADA,SUL,RS,SÃO LEOPOLDO,PROFISSIONAL,TEOLOGIA,4,2001,EM FUNCIONAMENTO
NÃO SE APLICA,15,PARTICULAR,PRIVADA,SUL,RS,PORTO ALEGRE,ACADÊMICO,CIÊNCIAS DA SAÚDE (CARDIOLOGIA),5,2002,EM FUNCIONAMENTO
NÃO SE APLICA,38,PARTICULAR,PRIVADA,SUL,RS,SANTA CRUZ DO SUL,ACADÊMICO,EDUCAÇÃO,5,2008,EM FUNCIONAMENTO
NÃO SE APLICA,13,PARTICULAR,PRIVADA,SUL,RS,SANTA CRUZ DO SUL,ACADÊMICO,SISTEMAS E PROCESSOS INDUSTRIAIS,4,2005,EM FUNCIONAMENTO
SAÚDE E BIOLÓGICAS,45,PARTICULAR,PRIVADA,SUL,RS,SANTA CRUZ DO SUL,ACADÊMICO,PROMOÇÃO DA SAÚDE,4,2010,EM FUNCIONAMENTO
NÃO SE APLICA,10,PARTICULAR,PRIVADA,SUL,RS,SANTA CRUZ DO SUL,ACADÊMICO,TECNOLOGIA AMBIENTAL,5,2005,EM FUNCIONAMENTO
NÃO SE APLICA,30,PARTICULAR,PRIVADA,SUL,RS,SANTA CRUZ DO SUL,ACADÊMICO,DESENVOLVIMENTO REGIONAL,6,1994,EM FUNCIONAMENTO
NÃO SE APLICA,37,PARTICULAR,PRIVADA,SUL,RS,SANTA CRUZ DO SUL,PROFISSIONAL,PSICOLOGIA,4,2019,EM FUNCIONAMENTO
NÃO SE APLICA,26,PARTICULAR,PRIVADA,SUL,RS,SANTA CRUZ DO SUL,ACADÊMICO,DIREITO,5,1998,EM FUNCIONAMENTO
NÃO SE APLICA,41,PARTICULAR,PRIVADA,SUL,RS,SANTA CRUZ DO SUL,ACADÊMICO,LETRAS,4,2005,EM FUNCIONAMENTO
NÃO SE APLICA,27,PARTICULAR,PRIVADA,SUL,RS,SANTA CRUZ DO SUL,PROFISSIONAL,ADMINISTRAÇÃO,4,2011,EM FUNCIONAMENTO
"SOCIAIS, CULTURAS E HUMANIDADES",45,PARTICULAR,PRIVADA,SUL,RS,CANOAS,ACADÊMICO,MEMÓRIA SOCIAL E BENS CULTURAIS,5,2009,EM FUNCIONAMENTO
NÃO SE APLICA,38,PARTICULAR,PRIVADA,SUL,RS,CANOAS,ACADÊMICO,EDUCAÇÃO,5,2007,EM FUNCIONAMENTO
SAÚDE E BIOLÓGICAS,45,PARTICULAR,PRIVADA,SUL,RS,CANOAS,PROFISSIONAL,SAÚDE E DESENVOLVIMENTO HUMANO,4,2013,EM FUNCIONAMENTO
NÃO SE APLICA,26,PARTICULAR,PRIVADA,SUL,RS,CANOAS,ACADÊMICO,DIREITO,4,2014,EM FUNCIONAMENTO
"SOCIAIS, CULTURAS E HUMANIDADES",45,PARTICULAR,PRIVADA,SUL,RS,CANOAS,ACADÊMICO,MEMÓRIA SOCIAL E BENS CULTURAIS,5,2015,EM FUNCIONAMENTO
PSIQUIATRIA,16,FEDERAL,PÚBLICA,SUL,RS,PORTO ALEGRE,PROFISSIONAL,PREVENÇÃO E ASSISTÊNCIA EM SAÚDE MENTAL E TRANSTORNOS ADITIVOS,4,2014,EM FUNCIONAMENTO
NÃO SE APLICA,15,FEDERAL,PÚBLICA,SUL,RS,PORTO ALEGRE,PROFISSIONAL,PESQUISA CLÍNICA,4,2016,EM FUNCIONAMENTO
NÃO SE APLICA,49,PARTICULAR,PRIVADA,SUL,RS,IJUÍ,ACADÊMICO,SISTEMAS AMBIENTAIS E SUSTENTABILIDADE,3,2019,EM FUNCIONAMENTO
NÃO SE APLICA,38,PARTICULAR,PRIVADA,SUL,RS,IJUÍ,ACADÊMICO,EDUCAÇÃO NAS CIÊNCIAS,5,1995,EM FUNCIONAMENTO
NÃO SE APLICA,30,PARTICULAR,PRIVADA,SUL,RS,IJUÍ,ACADÊMICO,DESENVOLVIMENTO REGIONAL,5,2002,EM FUNCIONAMENTO
"ENGENHARIA, TECNOLOGIA E GESTÃO",45,PARTICULAR,PRIVADA,SUL,RS,IJUÍ,ACADÊMICO,MODELAGEM MATEMÁTICA E COMPUTACIONAL,4,1994,EM FUNCIONAMENTO
NÃO SE APLICA,26,PARTICULAR,PRIVADA,SUL,RS,IJUÍ,ACADÊMICO,DIREITOS HUMANOS,4,2012,EM FUNCIONAMENTO
NÃO SE APLICA,10,FEDERAL,PÚBLICA,SUL,RS,PELOTAS,PROFISSIONAL,ENGENHARIA E CIÊNCIAS AMBIENTAIS,3,2017,EM FUNCIONAMENTO
NÃO SE APLICA,38,FEDERAL,PÚBLICA,SUL,RS,PELOTAS,PROFISSIONAL,EDUCAÇÃO E TECNOLOGIA,4,2012,EM FUNCIONAMENTO
ENSINO DE CIÊNCIAS E MATEMÁTICA,46,FEDERAL,PÚBLICA,SUL,RS,PELOTAS,PROFISSIONAL,CIÊNCIAS E TECNOLOGIAS NA EDUCAÇÃO,4,2014,EM FUNCIONAMENTO
SAÚDE E BIOLÓGICAS,45,PARTICULAR,PRIVADA,SUL,RS,CRUZ ALTA,ACADÊMICO,ATENÇÃO INTEGRAL À SAÚDE,4,2014,EM FUNCIONAMENTO
POLÍTICAS E DESENVOLVIMENTO DE TERRITÓRIOS,45,PARTICULAR,PRIVADA,SUL,RS,CRUZ ALTA,PROFISSIONAL,DESENVOLVIMENTO RURAL,3,2012,EM FUNCIONAMENTO
"SOCIAIS, CULTURAS E HUMANIDADES",45,PARTICULAR,PRIVADA,SUL,RS,CRUZ ALTA,ACADÊMICO,PRÁTICAS SOCIOCULTURAIS E DESENVOLVIMENTO SOCIAL,4,2013,EM FUNCIONAMENTO
ENFERMAGEM OBSTÉTRICA,20,PARTICULAR,PRIVADA,SUL,RS,SANTA MARIA,PROFISSIONAL,SAÚDE MATERNO INFANTIL,4,2015,EM FUNCIONAMENTO
ANATOMIA PATOLÓGICA E PATOLOGIA CLÍNICA,16,PARTICULAR,PRIVADA,SUL,RS,SANTA MARIA,ACADÊMICO,CIÊNCIAS DA SAÚDE E DA VIDA,3,2016,EM FUNCIONAMENTO
"ENGENHARIA, TECNOLOGIA E GESTÃO",45,PARTICULAR,PRIVADA,SUL,RS,SANTA MARIA,ACADÊMICO,NANOCIÊNCIAS,5,2007,EM FUNCIONAMENTO
NÃO SE APLICA,46,PARTICULAR,PRIVADA,SUL,RS,SANTA MARIA,ACADÊMICO,ENSINO DE HUMANIDADES E LINGUAGENS,4,2016,EM FUNCIONAMENTO
ENSINO DE CIÊNCIAS E MATEMÁTICA,46,PARTICULAR,PRIVADA,SUL,RS,SANTA MARIA,ACADÊMICO,ENSINO DE CIÊNCIAS E MATEMÁTICA,4,2014,EM FUNCIONAMENTO
ENSINO DE CIÊNCIAS E MATEMÁTICA,46,PARTICULAR,PRIVADA,SUL,RS,SANTA MARIA,PROFISSIONAL,ENSINO DE CIÊNCIAS E MATEMÁTICA,4,2004,EM FUNCIONAMENTO
NÃO SE APLICA,47,PARTICULAR,PRIVADA,SUL,RS,NOVO HAMBURGO,PROFISSIONAL,TECNOLOGIA DE MATERIAIS E PROCESSOS INDUSTRIAIS,5,2009,EM FUNCIONAMENTO
MEDICINA VETERINÁRIA PREVENTIVA,24,PARTICULAR,PRIVADA,SUL,RS,NOVO HAMBURGO,ACADÊMICO,VIROLOGIA,4,2017,EM FUNCIONAMENTO
"SOCIAIS, CULTURAS E HUMANIDADES",45,PARTICULAR,PRIVADA,SUL,RS,NOVO HAMBURGO,PROFISSIONAL,INDÚSTRIA CRIATIVA,5,2014,EM FUNCIONAMENTO
NÃO SE APLICA,27,PARTICULAR,PRIVADA,SUL,RS,NOVO HAMBURGO,ACADÊMICO,ADMINISTRAÇÃO,3,2019,EM FUNCIONAMENTO
NÃO SE APLICA,19,PARTICULAR,PRIVADA,SUL,RS,NOVO HAMBURGO,ACADÊMICO,TOXICOLOGIA E ANÁLISES TOXICOLÓGICAS,3,2016,EM FUNCIONAMENTO
"SOCIAIS, CULTURAS E HUMANIDADES",45,PARTICULAR,PRIVADA,SUL,RS,NOVO HAMBURGO,ACADÊMICO,PROCESSOS E MANIFESTAÇÕES CULTURAIS,5,2010,EM FUNCIONAMENTO
"SOCIAIS, CULTURAS E HUMANIDADES",45,PARTICULAR,PRIVADA,SUL,RS,NOVO HAMBURGO,ACADÊMICO,DIVERSIDADE CULTURAL E INCLUSÃO SOCIAL,5,2013,EM FUNCIONAMENTO
NÃO SE APLICA,37,PARTICULAR,PRIVADA,SUL,RS,NOVO HAMBURGO,ACADÊMICO,PSICOLOGIA,3,2020,EM FUNCIONAMENTO
NÃO SE APLICA,49,PARTICULAR,PRIVADA,SUL,RS,NOVO HAMBURGO,ACADÊMICO,QUALIDADE AMBIENTAL,6,2005,EM FUNCIONAMENTO
DIREITOS ESPECIAIS,26,PARTICULAR,PRIVADA,SUL,RS,PORTO ALEGRE,ACADÊMICO,DIREITO,3,2011,EM FUNCIONAMENTO
POLÍTICAS E DESENVOLVIMENTO DE TERRITÓRIOS,45,FEDERAL,PÚBLICA,SUL,RS,BENTO GONÇALVES,PROFISSIONAL,VITICULTURA E ENOLOGIA,A,2022,EM FUNCIONAMENTO
NÃO SE APLICA,38,FEDERAL,PÚBLICA,SUL,RS,BENTO GONÇALVES,PROFISSIONAL,PROFISSIONAL EM EDUCAÇÃO BÁSICA,A,2024,EM FUNCIONAMENTO
NÃO SE APLICA,12,FEDERAL,PÚBLICA,SUL,RS,BENTO GONÇALVES,PROFISSIONAL,TECNOLOGIA E ENGENHARIA DE MATERIAIS,4,2015,EM FUNCIONAMENTO
"SOCIAIS, CULTURAS E HUMANIDADES",45,FEDERAL,PÚBLICA,SUL,RS,BENTO GONÇALVES,PROFISSIONAL,INFORMÁTICA NA EDUCAÇÃO,4,2015,EM FUNCIONAMENTO
POLÍTICAS E DESENVOLVIMENTO DE TERRITÓRIOS,45,ESTADUAL,PÚBLICA,SUL,RS,SÃO FRANCISCO DE PAULA,PROFISSIONAL,AMBIENTE E SUSTENTABILIDADE,3,2016,EM FUNCIONAMENTO
NÃO SE APLICA,25,ESTADUAL,PÚBLICA,SUL,RS,ENCANTADO,PROFISSIONAL,CIÊNCIA E TECNOLOGIA DE ALIMENTOS,3,2019,EM FUNCIONAMENTO
NÃO SE APLICA,38,ESTADUAL,PÚBLICA,SUL,RS,OSÓRIO,PROFISSIONAL,EDUCAÇÃO,4,2017,EM FUNCIONAMENTO
ENSINO DE CIÊNCIAS E MATEMÁTICA,46,ESTADUAL,PÚBLICA,SUL,RS,PORTO ALEGRE,PROFISSIONAL,"FORMAÇÃO DOCENTE PARA CIÊNCIAS, TECNOLOGIAS, ENGENHARIAS E MATEMÁTICA",3,2019,EM FUNCIONAMENTO
"ENGENHARIA, TECNOLOGIA E GESTÃO",45,FEDERAL,PÚBLICA,SUL,RS,BAGÉ,ACADÊMICO,COMPUTAÇÃO APLICADA,3,2017,EM FUNCIONAMENTO
NÃO SE APLICA,24,FEDERAL,PÚBLICA,SUL,RS,BAGÉ,ACADÊMICO,CIÊNCIA ANIMAL,4,2011,EM FUNCIONAMENTO
NÃO SE APLICA,19,FEDERAL,PÚBLICA,SUL,RS,URUGUAIANA,ACADÊMICO,CIÊNCIAS FARMACÊUTICAS,4,2012,EM FUNCIONAMENTO
METODOLOGIA E TÉCNICAS DA COMPUTAÇÃO,2,FEDERAL,PÚBLICA,SUL,RS,ALEGRETE,PROFISSIONAL,ENGENHARIA DE SOFTWARE,3,2019,EM FUNCIONAMENTO
NÃO SE APLICA,47,FEDERAL,PÚBLICA,SUL,RS,BAGÉ,ACADÊMICO,CIÊNCIA E ENGENHARIA DE MATERIAIS,3,2019,EM FUNCIONAMENTO
NÃO SE APLICA,32,FEDERAL,PÚBLICA,SUL,RS,BAGÉ,ACADÊMICO,SERVIÇO SOCIAL E PROTEÇÃO SOCIAL,A,2024,EM FUNCIONAMENTO
NÃO SE APLICA,31,FEDERAL,PÚBLICA,SUL,RS,BAGÉ,PROFISSIONAL,COMUNICAÇÃO E INDÚSTRIA CRIATIVA,4,2017,EM FUNCIONAMENTO
LINGÜÍSTICA APLICADA,41,FEDERAL,PÚBLICA,SUL,RS,BAGÉ,PROFISSIONAL,ENSINO DE LÍNGUAS,4,2014,EM FUNCIONAMENTO
NÃO SE APLICA,27,FEDERAL,PÚBLICA,SUL,RS,SANT´ANA DO LIVRAMENTO,ACADÊMICO,ADMINISTRAÇÃO,4,2016,EM FUNCIONAMENTO
POLÍTICAS PÚBLICAS,39,FEDERAL,PÚBLICA,SUL,RS,SÃO BORJA,PROFISSIONAL,POLÍTICAS PÚBLICAS,4,2016,EM FUNCIONAMENTO
PLANEJAMENTO E AVALIAÇÃO EDUCACIONAL,38,FEDERAL,PÚBLICA,SUL,RS,BAGÉ,PROFISSIONAL,EDUCAÇÃO,4,2012,EM FUNCIONAMENTO
NÃO SE APLICA,8,FEDERAL,PÚBLICA,SUL,RS,URUGUAIANA,ACADÊMICO,BIOQUÍMICA,5,2011,EM FUNCIONAMENTO
NÃO SE APLICA,12,FEDERAL,PÚBLICA,SUL,RS,CAÇAPAVA DO SUL,PROFISSIONAL,ENGENHARIA MINERAL,3,2013,EM FUNCIONAMENTO
NÃO SE APLICA,10,FEDERAL,PÚBLICA,SUL,RS,ALEGRETE,ACADÊMICO,ENGENHARIA,4,2011,EM FUNCIONAMENTO
NÃO SE APLICA,14,FEDERAL,PÚBLICA,SUL,RS,ALEGRETE,ACADÊMICO,ENGENHARIA ELÉTRICA,3,2020,EM FUNCIONAMENTO
ENSINO-APRENDIZAGEM,38,FEDERAL,PÚBLICA,SUL,RS,BAGÉ,ACADÊMICO,ENSINO,4,2017,EM FUNCIONAMENTO
ENSINO DE CIÊNCIAS E MATEMÁTICA,46,FEDERAL,PÚBLICA,SUL,RS,BAGÉ,PROFISSIONAL,ENSINO DE CIÊNCIAS,4,2012,EM FUNCIONAMENTO
NÃO SE APLICA,6,FEDERAL,PÚBLICA,SUL,RS,SÃO GABRIEL,ACADÊMICO,CIÊNCIAS BIOLÓGICAS,4,2011,EM FUNCIONAMENTO
NÃO SE APLICA,10,PARTICULAR,PRIVADA,SUL,RS,PASSO FUNDO,ACADÊMICO,ENGENHARIA CIVIL,3,2017,EM FUNCIONAMENTO
NÃO SE APLICA,37,PARTICULAR,PRIVADA,SUL,RS,PASSO FUNDO,ACADÊMICO,PSICOLOGIA,4,2017,EM FUNCIONAMENTO
NÃO SE APLICA,26,PARTICULAR,PRIVADA,SUL,RS,PASSO FUNDO,ACADÊMICO,DIREITO,4,2013,EM FUNCIONAMENTO
NÃO SE APLICA,18,PARTICULAR,PRIVADA,SUL,RS,PASSO FUNDO,ACADÊMICO,ODONTOLOGIA,4,2017,EM FUNCIONAMENTO
NÃO SE APLICA,18,PARTICULAR,PRIVADA,SUL,RS,PASSO FUNDO,ACADÊMICO,ODONTOLOGIA NA FORMA ASSOCIATIVA,A,2021,EM FUNCIONAMENTO
NÃO SE APLICA,27,PARTICULAR,PRIVADA,SUL,RS,PASSO FUNDO,ACADÊMICO,ADMINISTRAÇÃO,4,2014,EM FUNCIONAMENTO
NÃO SE APLICA,29,PARTICULAR,PRIVADA,SUL,RS,PASSO FUNDO,ACADÊMICO,ARQUITETURA E URBANISMO,4,2016,EM FUNCIONAMENTO
NÃO SE APLICA,30,PARTICULAR,PRIVADA,SUL,RS,TAQUARA,ACADÊMICO,DESENVOLVIMENTO REGIONAL,4,2013,EM FUNCIONAMENTO
NÃO SE APLICA,38,PARTICULAR,PRIVADA,SUL,SC,CAÇADOR,PROFISSIONAL,EDUCAÇÃO BÁSICA,4,2016,EM FUNCIONAMENTO
POLÍTICAS E DESENVOLVIMENTO DE TERRITÓRIOS,45,PARTICULAR,PRIVADA,SUL,SC,CAÇADOR,ACADÊMICO,DESENVOLVIMENTO E SOCIEDADE,4,2015,EM FUNCIONAMENTO
SAÚDE PÚBLICA,22,FEDERAL,PÚBLICA,SUL,RS,PORTO ALEGRE,PROFISSIONAL,AVALIAÇÃO DE TECNOLOGIAS PARA O SUS,4,2015,EM FUNCIONAMENTO
DIREITOS ESPECIAIS,26,PARTICULAR,PRIVADA,SUL,RS,PORTO ALEGRE,ACADÊMICO,DIREITO,4,2016,EM FUNCIONAMENTO
NÃO SE APLICA,24,ESTADUAL,PÚBLICA,SUL,RS,ELDORADO DO SUL,ACADÊMICO,SAÚDE ANIMAL,4,2014,EM FUNCIONAMENTO
TAXONOMIA DOS GRUPOS RECENTES,7,ESTADUAL,PÚBLICA,SUL,RS,PORTO ALEGRE,ACADÊMICO,SISTEMÁTICA E CONSERVAÇÃO DA DIVERSIDADE BIOLÓGICA,3,2020,EM FUNCIONAMENTO
"SOCIAIS, CULTURAS E HUMANIDADES",45,FEDERAL,PÚBLICA,CENTRO-OESTE,MT,CUIABÁ,ACADÊMICO,ESTUDOS DE CULTURA CONTEMPORÂNEA,5,2008,EM FUNCIONAMENTO
NÃO SE APLICA,3,FEDERAL,PÚBLICA,CENTRO-OESTE,MT,CUIABÁ,ACADÊMICO,FÍSICA,4,2005,EM FUNCIONAMENTO
NÃO SE APLICA,37,FEDERAL,PÚBLICA,CENTRO-OESTE,MT,CUIABÁ,ACADÊMICO,PSICOLOGIA,3,2017,EM FUNCIONAMENTO
NÃO SE APLICA,42,FEDERAL,PÚBLICA,CENTRO-OESTE,MT,CUIABÁ,ACADÊMICO,AGRICULTURA TROPICAL,5,1993,EM FUNCIONAMENTO
NÃO SE APLICA,31,FEDERAL,PÚBLICA,CENTRO-OESTE,MT,CUIABÁ,ACADÊMICO,COMUNICAÇÃO,3,2020,EM FUNCIONAMENTO
NÃO SE APLICA,21,FEDERAL,PÚBLICA,CENTRO-OESTE,MT,CUIABÁ,ACADÊMICO,EDUCAÇÃO FÍSICA,3,2012,EM FUNCIONAMENTO
NÃO SE APLICA,42,FEDERAL,PÚBLICA,CENTRO-OESTE,MT,CUIABÁ,ACADÊMICO,CIÊNCIAS FLORESTAIS E AMBIENTAIS,4,2006,EM FUNCIONAMENTO
SAÚDE E BIOLÓGICAS,45,FEDERAL,PÚBLICA,CENTRO-OESTE,MT,SINOP,ACADÊMICO,CIÊNCIAS EM SAÚDE,4,2017,EM FUNCIONAMENTO
NÃO SE APLICA,24,FEDERAL,PÚBLICA,CENTRO-OESTE,MT,CUIABÁ,ACADÊMICO,CIÊNCIAS VETERINÁRIAS,5,2007,EM FUNCIONAMENTO
NÃO SE APLICA,10,FEDERAL,PÚBLICA,CENTRO-OESTE,MT,CUIABÁ,ACADÊMICO,RECURSOS HÍDRICOS,3,2007,EM FUNCIONAMENTO
NÃO SE APLICA,49,FEDERAL,PÚBLICA,CENTRO-OESTE,MT,SINOP,ACADÊMICO,CIÊNCIAS AMBIENTAIS,3,2012,EM FUNCIONAMENTO
NÃO SE APLICA,41,FEDERAL,PÚBLICA,CENTRO-OESTE,MT,CUIABÁ,ACADÊMICO,ESTUDOS DE LINGUAGEM,5,2003,EM FUNCIONAMENTO
NÃO SE APLICA,36,FEDERAL,PÚBLICA,CENTRO-OESTE,MT,CUIABÁ,ACADÊMICO,GEOGRAFIA,4,2003,EM FUNCIONAMENTO
NÃO SE APLICA,49,FEDERAL,PÚBLICA,CENTRO-OESTE,MT,CUIABÁ,ACADÊMICO,FÍSICA AMBIENTAL,4,2001,EM FUNCIONAMENTO
GEOLOGIA,5,FEDERAL,PÚBLICA,CENTRO-OESTE,MT,CUIABÁ,ACADÊMICO,GEOCIÊNCIAS,3,2005,EM FUNCIONAMENTO
NÃO SE APLICA,32,FEDERAL,PÚBLICA,CENTRO-OESTE,MT,CUIABÁ,ACADÊMICO,POLÍTICA SOCIAL,4,2009,EM FUNCIONAMENTO
NÃO SE APLICA,42,FEDERAL,PÚBLICA,CENTRO-OESTE,MT,CUIABÁ,ACADÊMICO,AGRONOMIA,3,2012,EM FUNCIONAMENTO
NÃO SE APLICA,7,FEDERAL,PÚBLICA,CENTRO-OESTE,MT,CUIABÁ,ACADÊMICO,ZOOLOGIA,4,2014,EM FUNCIONAMENTO
DIREITOS ESPECIAIS,26,FEDERAL,PÚBLICA,CENTRO-OESTE,MT,CUIABÁ,ACADÊMICO,DIREITO,4,2010,EM FUNCIONAMENTO
METODOLOGIA E TÉCNICAS DA COMPUTAÇÃO,2,FEDERAL,PÚBLICA,CENTRO-OESTE,MT,CUIABÁ,ACADÊMICO,COMPUTAÇÃO APLICADA,A,2024,EM FUNCIONAMENTO
