NM_SUBAREA_CONHECIMENTO,CD_AREA_AVALIACAO,CS_STATUS_JURIDICO,DS_DEPENDENCIA_ADMINISTRATIVA,NM_REGIAO,SG_UF_PROGRAMA,NM_MUNICIPIO_PROGRAMA_IES,NM_MODALIDADE_PROGRAMA,NM_PROGRAMA_IES,CD_CONCEITO_PROGRAMA,AN_INICIO_PROGRAMA,DS_SITUACAO_PROGRAMA
NÃO SE APLICA,8,FEDERAL,PÚBLICA,NORDESTE,RN,NATAL,ACADÊMICO,BIOQUÍMICA E BIOLOGIA MOLECULAR,4,1996,EM FUNCIONAMENTO
NÃO SE APLICA,47,FEDERAL,PÚBLICA,NORDESTE,RN,NATAL,ACADÊMICO,CIÊNCIA E ENGENHARIA DE MATERIAIS,7,1998,EM FUNCIONAMENTO
NÃO SE APLICA,40,FEDERAL,PÚBLICA,NORDESTE,RN,CAICÓ,ACADÊMICO,HISTÓRIA,3,2019,EM FUNCIONAMENTO
NÃO SE APLICA,36,FEDERAL,PÚBLICA,NORDESTE,RN,NATAL,ACADÊMICO,GEOGRAFIA,5,2000,EM FUNCIONAMENTO
NÃO SE APLICA,14,FEDERAL,PÚBLICA,NORDESTE,RN,NATAL,PROFISSIONAL,ENERGIA ELÉTRICA,3,2013,EM FUNCIONAMENTO
FISIOLOGIA DOS ÓRGÃOS E SISTEMAS,8,FEDERAL,PÚBLICA,NORDESTE,RN,NATAL,ACADÊMICO,NEUROCIÊNCIAS,5,2010,EM FUNCIONAMENTO
NÃO SE APLICA,37,FEDERAL,PÚBLICA,NORDESTE,RN,NATAL,ACADÊMICO,PSICOLOGIA,5,1999,EM FUNCIONAMENTO
NÃO SE APLICA,30,FEDERAL,PÚBLICA,NORDESTE,RN,NATAL,ACADÊMICO,DEMOGRAFIA,5,2011,EM FUNCIONAMENTO
NÃO SE APLICA,7,FEDERAL,PÚBLICA,NORDESTE,RN,NATAL,ACADÊMICO,SISTEMÁTICA E EVOLUÇÃO,5,2011,EM FUNCIONAMENTO
NÃO SE APLICA,6,FEDERAL,PÚBLICA,NORDESTE,RN,NATAL,ACADÊMICO,BIOINFORMÁTICA,5,2016,EM FUNCIONAMENTO
"ENGENHARIA, TECNOLOGIA E GESTÃO",45,FEDERAL,PÚBLICA,NORDESTE,RN,NATAL,PROFISSIONAL,"CIÊNCIA, TECNOLOGIA E INOVAÇÃO",3,2015,EM FUNCIONAMENTO
NÃO SE APLICA,13,FEDERAL,PÚBLICA,NORDESTE,RN,NATAL,ACADÊMICO,ENGENHARIA MECÂNICA,4,1983,EM FUNCIONAMENTO
NÃO SE APLICA,50,FEDERAL,PÚBLICA,NORDESTE,RN,NATAL,ACADÊMICO,NUTRIÇÃO,4,2014,EM FUNCIONAMENTO
NÃO SE APLICA,41,FEDERAL,PÚBLICA,NORDESTE,RN,NATAL,ACADÊMICO,ESTUDOS DA LINGUAGEM,4,1993,EM FUNCIONAMENTO
TECNOLOGIA QUÍMICA,12,FEDERAL,PÚBLICA,NORDESTE,RN,NATAL,ACADÊMICO,ENGENHARIA TÊXTIL,3,2017,EM FUNCIONAMENTO
NÃO SE APLICA,22,FEDERAL,PÚBLICA,NORDESTE,RN,NATAL,PROFISSIONAL,GESTÃO DA QUALIDADE EM SERVIÇOS DE SAÚDE,4,2014,EM FUNCIONAMENTO
NÃO SE APLICA,5,FEDERAL,PÚBLICA,NORDESTE,RN,NATAL,ACADÊMICO,CIÊNCIAS CLIMÁTICAS,4,2010,EM FUNCIONAMENTO
NÃO SE APLICA,37,FEDERAL,PÚBLICA,NORDESTE,RN,NATAL,ACADÊMICO,PSICOBIOLOGIA,6,1985,EM FUNCIONAMENTO
NÃO SE APLICA,8,FEDERAL,PÚBLICA,NORDESTE,RN,NATAL,ACADÊMICO,BIOLOGIA ESTRUTURAL E FUNCIONAL,4,2013,EM FUNCIONAMENTO
NÃO SE APLICA,14,FEDERAL,PÚBLICA,NORDESTE,RN,NATAL,ACADÊMICO,ENGENHARIA ELÉTRICA E DE COMPUTAÇÃO,5,1983,EM FUNCIONAMENTO
NÃO SE APLICA,22,FEDERAL,PÚBLICA,NORDESTE,RN,NATAL,PROFISSIONAL,"GESTÃO, TRABALHO, EDUCAÇÃO E SAÚDE",3,2019,EM FUNCIONAMENTO
NÃO SE APLICA,27,FEDERAL,PÚBLICA,NORDESTE,RN,NATAL,ACADÊMICO,TURISMO,5,2008,EM FUNCIONAMENTO
NÃO SE APLICA,31,FEDERAL,PÚBLICA,NORDESTE,RN,NATAL,PROFISSIONAL,CIÊNCIA DA INFORMAÇÃO,4,2015,EM FUNCIONAMENTO
MÚSICA,11,FEDERAL,PÚBLICA,NORDESTE,RN,NATAL,ACADÊMICO,MÚSICA,4,2013,EM FUNCIONAMENTO
NÃO SE APLICA,2,FEDERAL,PÚBLICA,NORDESTE,RN,NATAL,PROFISSIONAL,TECNOLOGIA DA INFORMAÇÃO,4,2014,EM FUNCIONAMENTO
TEATRO,11,FEDERAL,PÚBLICA,NORDESTE,RN,NATAL,ACADÊMICO,ARTES CÊNICAS,4,2008,EM FUNCIONAMENTO
NÃO SE APLICA,36,FEDERAL,PÚBLICA,NORDESTE,RN,CAICÓ,PROFISSIONAL,GEOGRAFIA,4,2015,EM FUNCIONAMENTO
NÃO SE APLICA,21,FEDERAL,PÚBLICA,NORDESTE,RN,NATAL,ACADÊMICO,FONOAUDIOLOGIA,4,2017,EM FUNCIONAMENTO
FÍSICA DA MATÉRIA CONDENSADA,3,FEDERAL,PÚBLICA,NORDESTE,RN,NATAL,ACADÊMICO,FÍSICA,5,1986,EM FUNCIONAMENTO
NÃO SE APLICA,18,FEDERAL,PÚBLICA,NORDESTE,RN,NATAL,ACADÊMICO,CIÊNCIAS ODONTOLÓGICAS,5,1978,EM FUNCIONAMENTO
NÃO SE APLICA,33,FEDERAL,PÚBLICA,NORDESTE,RN,NATAL,ACADÊMICO,FILOSOFIA,5,2001,EM FUNCIONAMENTO
NÃO SE APLICA,7,FEDERAL,PÚBLICA,NORDESTE,RN,NATAL,ACADÊMICO,ECOLOGIA,7,1995,EM FUNCIONAMENTO
NÃO SE APLICA,13,FEDERAL,PÚBLICA,NORDESTE,RN,NATAL,ACADÊMICO,ENGENHARIA DE PRODUÇÃO,3,1999,EM FUNCIONAMENTO
SAÚDE E BIOLÓGICAS,45,FEDERAL,PÚBLICA,NORDESTE,RN,NATAL,PROFISSIONAL,GESTÃO E INOVAÇÃO EM SAÚDE,4,2017,EM FUNCIONAMENTO
TÓPICOS ESPECÍFICOS DE EDUCAÇÃO,38,FEDERAL,PÚBLICA,NORDESTE,RN,NATAL,PROFISSIONAL,EDUCAÇÃO ESPECIAL,3,2020,EM FUNCIONAMENTO
NÃO SE APLICA,13,FEDERAL,PÚBLICA,NORDESTE,RN,NATAL,ACADÊMICO,ENERGIA E PETRÓLEO,3,2006,EM FUNCIONAMENTO
NÃO SE APLICA,21,FEDERAL,PÚBLICA,NORDESTE,RN,SANTA CRUZ,ACADÊMICO,CIÊNCIAS DA REABILITAÇÃO,4,2016,EM FUNCIONAMENTO
NÃO SE APLICA,40,FEDERAL,PÚBLICA,NORDESTE,RN,NATAL,ACADÊMICO,HISTÓRIA,4,2005,EM FUNCIONAMENTO
NÃO SE APLICA,35,FEDERAL,PÚBLICA,NORDESTE,RN,NATAL,ACADÊMICO,ANTROPOLOGIA SOCIAL,5,2005,EM FUNCIONAMENTO
CLÍNICA MÉDICA,17,FEDERAL,PÚBLICA,NORDESTE,RN,NATAL,ACADÊMICO,CIÊNCIAS APLICADAS À SAÚDE DA MULHER,3,2020,EM FUNCIONAMENTO
NÃO SE APLICA,1,FEDERAL,PÚBLICA,NORDESTE,RN,NATAL,ACADÊMICO,MATEMÁTICA APLICADA E ESTATISTICA,3,2006,EM FUNCIONAMENTO
"SOCIAIS, CULTURAS E HUMANIDADES",45,FEDERAL,PÚBLICA,NORDESTE,RN,NATAL,PROFISSIONAL,GESTÃO DE PROCESSOS INSTITUCIONAIS,4,2013,EM FUNCIONAMENTO
NÃO SE APLICA,21,FEDERAL,PÚBLICA,NORDESTE,RN,NATAL,ACADÊMICO,FISIOTERAPIA,5,2007,EM FUNCIONAMENTO
SOCIOLOGIA DO DESENVOLVIMENTO,34,FEDERAL,PÚBLICA,NORDESTE,RN,NATAL,ACADÊMICO,CIÊNCIAS SOCIAIS,4,1979,EM FUNCIONAMENTO
NÃO SE APLICA,12,FEDERAL,PÚBLICA,NORDESTE,RN,NATAL,ACADÊMICO,ENGENHARIA QUÍMICA,5,1988,EM FUNCIONAMENTO
ENSINO DE CIÊNCIAS E MATEMÁTICA,46,FEDERAL,PÚBLICA,NORDESTE,RN,NATAL,PROFISSIONAL,ENSINO DE CIÊNCIAS NATURAIS E MATEMÁTICA,4,2002,EM FUNCIONAMENTO
NÃO SE APLICA,22,FEDERAL,PÚBLICA,NORDESTE,RN,SANTA CRUZ,ACADÊMICO,SAÚDE COLETIVA,4,2015,EM FUNCIONAMENTO
NÃO SE APLICA,20,FEDERAL,PÚBLICA,NORDESTE,RN,NATAL,ACADÊMICO,ENFERMAGEM,5,2001,EM FUNCIONAMENTO
NÃO SE APLICA,28,FEDERAL,PÚBLICA,NORDESTE,RN,NATAL,ACADÊMICO,ECONOMIA,4,2005,EM FUNCIONAMENTO
NÃO SE APLICA,46,FEDERAL,PÚBLICA,NORDESTE,RN,NATAL,PROFISSIONAL,ENSINO NA SAÚDE,4,2013,EM FUNCIONAMENTO
NÃO SE APLICA,36,FEDERAL,PÚBLICA,NORDESTE,RN,CAICÓ,ACADÊMICO,GEOGRAFIA,3,2019,EM FUNCIONAMENTO
NÃO SE APLICA,19,FEDERAL,PÚBLICA,NORDESTE,RN,NATAL,ACADÊMICO,CIÊNCIAS FARMACÊUTICAS,4,2005,EM FUNCIONAMENTO
NÃO SE APLICA,31,FEDERAL,PÚBLICA,NORDESTE,RN,NATAL,ACADÊMICO,ESTUDOS DA MÍDIA,4,2009,EM FUNCIONAMENTO
CIÊNCIAS CONTÁBEIS,27,FEDERAL,PÚBLICA,NORDESTE,RN,NATAL,ACADÊMICO,CIÊNCIAS CONTÁBEIS,3,2015,EM FUNCIONAMENTO
NÃO SE APLICA,46,FEDERAL,PÚBLICA,NORDESTE,RN,CAICÓ,PROFISSIONAL,"EDUCAÇÃO, TRABALHO E INOVAÇÃO EM MEDICINA",3,2016,EM FUNCIONAMENTO
NÃO SE APLICA,38,FEDERAL,PÚBLICA,NORDESTE,RN,NATAL,ACADÊMICO,EDUCAÇÃO,5,1978,EM FUNCIONAMENTO
NÃO SE APLICA,49,FEDERAL,PÚBLICA,NORDESTE,RN,NATAL,ACADÊMICO,DESENVOLVIMENTO E MEIO AMBIENTE,5,2004,EM FUNCIONAMENTO
NÃO SE APLICA,32,FEDERAL,PÚBLICA,NORDESTE,RN,NATAL,ACADÊMICO,SERVIÇO SOCIAL,4,2000,EM FUNCIONAMENTO
NÃO SE APLICA,51,FEDERAL,PÚBLICA,NORDESTE,RN,NATAL,PROFISSIONAL,LETRAS,4,2013,EM FUNCIONAMENTO
"SOCIAIS, CULTURAS E HUMANIDADES",45,FEDERAL,PÚBLICA,NORDESTE,RN,NATAL,PROFISSIONAL,INOVAÇÃO EM TECNOLOGIAS EDUCACIONAIS,4,2017,EM FUNCIONAMENTO
NÃO SE APLICA,9,FEDERAL,PÚBLICA,NORDESTE,RN,NATAL,ACADÊMICO,BIOLOGIA PARASITÁRIA,4,2014,EM FUNCIONAMENTO
NÃO SE APLICA,30,FEDERAL,PÚBLICA,NORDESTE,RN,NATAL,ACADÊMICO,ESTUDOS URBANOS E REGIONAIS,4,2010,EM FUNCIONAMENTO
NÃO SE APLICA,4,FEDERAL,PÚBLICA,NORDESTE,RN,NATAL,ACADÊMICO,QUÍMICA,6,1990,EM FUNCIONAMENTO
NÃO SE APLICA,27,FEDERAL,PÚBLICA,NORDESTE,RN,NATAL,ACADÊMICO,ADMINISTRAÇÃO,5,1978,EM FUNCIONAMENTO
NÃO SE APLICA,21,FEDERAL,PÚBLICA,NORDESTE,RN,NATAL,ACADÊMICO,EDUCAÇÃO FÍSICA,4,2011,EM FUNCIONAMENTO
NÃO SE APLICA,10,FEDERAL,PÚBLICA,NORDESTE,RN,NATAL,ACADÊMICO,ENGENHARIA CIVIL E AMBIENTAL,4,1999,EM FUNCIONAMENTO
NÃO SE APLICA,20,FEDERAL,PÚBLICA,NORDESTE,RN,NATAL,PROFISSIONAL,SAÚDE E SOCIEDADE,3,2017,EM FUNCIONAMENTO
NÃO SE APLICA,5,FEDERAL,PÚBLICA,NORDESTE,RN,NATAL,ACADÊMICO,GEODINÂMICA E GEOFÍSICA,5,1996,EM FUNCIONAMENTO
NÃO SE APLICA,29,FEDERAL,PÚBLICA,NORDESTE,RN,NATAL,ACADÊMICO,ARQUITETURA E URBANISMO,5,1999,EM FUNCIONAMENTO
NÃO SE APLICA,42,FEDERAL,PÚBLICA,NORDESTE,RN,MACAÍBA,ACADÊMICO,CIÊNCIAS FLORESTAIS,3,2012,EM FUNCIONAMENTO
ENSINO DE CIÊNCIAS E MATEMÁTICA,46,FEDERAL,PÚBLICA,NORDESTE,RN,NATAL,ACADÊMICO,ENSINO DE CIÊNCIAS E MATEMÁTICA,4,2015,EM FUNCIONAMENTO
CLÍNICA MÉDICA,16,FEDERAL,PÚBLICA,NORDESTE,RN,NATAL,ACADÊMICO,CIÊNCIAS DA SAÚDE,6,2001,EM FUNCIONAMENTO
NÃO SE APLICA,49,FEDERAL,PÚBLICA,NORDESTE,RN,NATAL,ACADÊMICO,DESENVOLVIMENTO E MEIO AMBIENTE UFPI-UFRN-FUFSE-UESC-UFPB/JP-UFERSA,5,2010,EM FUNCIONAMENTO
NÃO SE APLICA,41,ESTADUAL,PÚBLICA,NORDESTE,RN,MOSSORÓ,ACADÊMICO,CIÊNCIAS DA LINGUAGEM,3,2016,EM FUNCIONAMENTO
NÃO SE APLICA,46,ESTADUAL,PÚBLICA,NORDESTE,RN,MOSSORÓ,ACADÊMICO,ENSINO,4,2016,EM FUNCIONAMENTO
CLÍNICA MÉDICA,16,ESTADUAL,PÚBLICA,NORDESTE,RN,MOSSORÓ,ACADÊMICO,SAÚDE E SOCIEDADE,3,2012,EM FUNCIONAMENTO
"SOCIAIS, CULTURAS E HUMANIDADES",45,ESTADUAL,PÚBLICA,NORDESTE,RN,MOSSORÓ,ACADÊMICO,CIÊNCIAS SOCIAIS E HUMANAS,3,2012,EM FUNCIONAMENTO
NÃO SE APLICA,46,ESTADUAL,PÚBLICA,NORDESTE,RN,PAU DOS FERROS,ACADÊMICO,ENSINO,3,2014,EM FUNCIONAMENTO
NÃO SE APLICA,28,ESTADUAL,PÚBLICA,NORDESTE,RN,MOSSORÓ,ACADÊMICO,ECONOMIA,3,2016,EM FUNCIONAMENTO
NÃO SE APLICA,30,ESTADUAL,PÚBLICA,NORDESTE,RN,PAU DOS FERROS,ACADÊMICO,PLANEJAMENTO E DINÂMICAS TERRITORIAIS NO SEMIÁRIDO,4,2015,EM FUNCIONAMENTO
NÃO SE APLICA,41,ESTADUAL,PÚBLICA,NORDESTE,RN,PAU DOS FERROS,ACADÊMICO,LETRAS,5,2008,EM FUNCIONAMENTO
NÃO SE APLICA,32,ESTADUAL,PÚBLICA,NORDESTE,RN,MOSSORÓ,ACADÊMICO,SERVIÇO SOCIAL E DIREITOS SOCIAIS,3,2014,EM FUNCIONAMENTO
NÃO SE APLICA,2,ESTADUAL,PÚBLICA,NORDESTE,RN,MOSSORÓ,ACADÊMICO,CIÊNCIA DA COMPUTAÇÃO - UERN - UFERSA,3,2008,EM FUNCIONAMENTO
NÃO SE APLICA,38,ESTADUAL,PÚBLICA,NORDESTE,RN,MOSSORÓ,ACADÊMICO,EDUCAÇÃO,3,2011,EM FUNCIONAMENTO
NÃO SE APLICA,36,ESTADUAL,PÚBLICA,NORDESTE,RN,MOSSORÓ,ACADÊMICO,GEOGRAFIA,4,2016,EM FUNCIONAMENTO
NÃO SE APLICA,49,ESTADUAL,PÚBLICA,NORDESTE,RN,MOSSORÓ,ACADÊMICO,CIÊNCIAS NATURAIS,4,2011,EM FUNCIONAMENTO
FÍSICA DA MATÉRIA CONDENSADA,3,ESTADUAL,PÚBLICA,NORDESTE,RN,MOSSORÓ,ACADÊMICO,FÍSICA,4,2008,EM FUNCIONAMENTO
NÃO SE APLICA,7,FEDERAL,PÚBLICA,NORDESTE,RN,MOSSORÓ,ACADÊMICO,ECOLOGIA E CONSERVAÇÃO,3,2013,EM FUNCIONAMENTO
NÃO SE APLICA,42,FEDERAL,PÚBLICA,NORDESTE,RN,MOSSORÓ,ACADÊMICO,FITOTECNIA,6,1989,EM FUNCIONAMENTO
NÃO SE APLICA,47,FEDERAL,PÚBLICA,NORDESTE,RN,MOSSORÓ,ACADÊMICO,CIÊNCIA E ENGENHARIA DE MATERIAIS,4,2015,EM FUNCIONAMENTO
NÃO SE APLICA,42,FEDERAL,PÚBLICA,NORDESTE,RN,MOSSORÓ,ACADÊMICO,MANEJO DE SOLO E ÁGUA,4,2012,EM FUNCIONAMENTO
NÃO SE APLICA,27,FEDERAL,PÚBLICA,NORDESTE,RN,MOSSORÓ,ACADÊMICO,ADMINISTRAÇÃO,3,2020,EM FUNCIONAMENTO
NÃO SE APLICA,24,FEDERAL,PÚBLICA,NORDESTE,RN,MOSSORÓ,ACADÊMICO,CIÊNCIA ANIMAL,5,2006,EM FUNCIONAMENTO
NÃO SE APLICA,26,FEDERAL,PÚBLICA,NORDESTE,RN,MOSSORÓ,ACADÊMICO,DIREITO,3,2019,EM FUNCIONAMENTO
NÃO SE APLICA,23,FEDERAL,PÚBLICA,NORDESTE,RN,MOSSORÓ,ACADÊMICO,PRODUÇÃO ANIMAL,3,2009,EM FUNCIONAMENTO
"SOCIAIS, CULTURAS E HUMANIDADES",45,FEDERAL,PÚBLICA,NORDESTE,RN,MOSSORÓ,ACADÊMICO,"COGNIÇÃO, TECNOLOGIAS E INSTITUIÇÕES",4,2016,EM FUNCIONAMENTO
NÃO SE APLICA,49,FEDERAL,PÚBLICA,NORDESTE,RN,MOSSORÓ,ACADÊMICO,"AMBIENTE, TECNOLOGIA E SOCIEDADE",4,2011,EM FUNCIONAMENTO
NÃO SE APLICA,14,FEDERAL,PÚBLICA,NORDESTE,RN,MOSSORÓ,ACADÊMICO,ENGENHARIA ELÉTRICA,3,2011,EM FUNCIONAMENTO
NÃO SE APLICA,27,PARTICULAR,PRIVADA,NORDESTE,RN,NATAL,PROFISSIONAL,ADMINISTRAÇÃO,4,2006,EM FUNCIONAMENTO
PSICOLOGIA DO TRABALHO E ORGANIZACIONAL,37,PARTICULAR,PRIVADA,NORDESTE,RN,NATAL,PROFISSIONAL,PSICOLOGIA ORGANIZACIONAL E DO TRABALHO,3,2015,EM FUNCIONAMENTO
NÃO SE APLICA,27,PARTICULAR,PRIVADA,NORDESTE,RN,NATAL,ACADÊMICO,ADMINISTRAÇÃO,4,2016,EM FUNCIONAMENTO
NÃO SE APLICA,48,PARTICULAR,PRIVADA,NORDESTE,RN,NATAL,PROFISSIONAL,BIOTECNOLOGIA,4,2012,EM FUNCIONAMENTO
NÃO SE APLICA,49,FEDERAL,PÚBLICA,NORDESTE,RN,NATAL,PROFISSIONAL,USO SUSTENTÁVEL DE RECURSOS NATURAIS,3,2015,EM FUNCIONAMENTO
NÃO SE APLICA,38,FEDERAL,PÚBLICA,NORDESTE,RN,NATAL,ACADÊMICO,EDUCAÇÃO PROFISSIONAL,5,2013,EM FUNCIONAMENTO
NÃO SE APLICA,26,PARTICULAR,PRIVADA,NORDESTE,CE,FORTALEZA,ACADÊMICO,DIREITO,4,2017,EM FUNCIONAMENTO
CIRURGIA,17,PARTICULAR,PRIVADA,NORDESTE,CE,FORTALEZA,PROFISSIONAL,TECNOLOGIA MINIMAMENTE INVASIVA E SIMULAÇÃO NA ÁREA DE SAÚDE,4,2015,EM FUNCIONAMENTO
NÃO SE APLICA,46,PARTICULAR,PRIVADA,NORDESTE,CE,FORTALEZA,PROFISSIONAL,ENSINO NA SAÚDE E TECNOLOGIAS EDUCACIONAIS,3,2020,EM FUNCIONAMENTO
NÃO SE APLICA,18,PARTICULAR,PRIVADA,NORDESTE,CE,FORTALEZA,ACADÊMICO,CIÊNCIAS ODONTOLÓGICAS,4,2017,EM FUNCIONAMENTO
CLÍNICA ODONTOLÓGICA,18,PARTICULAR,PRIVADA,NORDESTE,CE,FORTALEZA,PROFISSIONAL,CLÍNICA ODONTOLÓGICA,4,2019,EM FUNCIONAMENTO
CLÍNICA MÉDICA,15,PARTICULAR,PRIVADA,NORDESTE,CE,FORTALEZA,ACADÊMICO,ONCOLOGIA,A,2022,EM FUNCIONAMENTO
NÃO SE APLICA,44,FEDERAL,PÚBLICA,NORDESTE,PB,JOÃO PESSOA,ACADÊMICO,CIÊNCIAS DAS RELIGIÕES,4,2007,EM FUNCIONAMENTO
NÃO SE APLICA,10,FEDERAL,PÚBLICA,NORDESTE,PB,JOÃO PESSOA,ACADÊMICO,ENGENHARIA CIVIL E AMBIENTAL,5,2002,EM FUNCIONAMENTO
"ENGENHARIA, TECNOLOGIA E GESTÃO",45,FEDERAL,PÚBLICA,NORDESTE,PB,JOÃO PESSOA,ACADÊMICO,MODELOS DE DECISÃO E SAÚDE,6,2009,EM FUNCIONAMENTO
NÃO SE APLICA,12,FEDERAL,PÚBLICA,NORDESTE,PB,JOÃO PESSOA,ACADÊMICO,ENGENHARIA QUÍMICA,3,2015,EM FUNCIONAMENTO
SISTEMA DE COMPUTAÇÃO,2,FEDERAL,PÚBLICA,NORDESTE,PB,JOÃO PESSOA,ACADÊMICO,INFORMÁTICA,4,2006,EM FUNCIONAMENTO
NÃO SE APLICA,33,FEDERAL,PÚBLICA,NORDESTE,PB,JOÃO PESSOA,ACADÊMICO,FILOSOFIA,4,1979,EM FUNCIONAMENTO
NÃO SE APLICA,22,FEDERAL,PÚBLICA,NORDESTE,PB,JOÃO PESSOA,ACADÊMICO,SAÚDE COLETIVA,3,2019,EM FUNCIONAMENTO
JORNALISMO E EDITORAÇÃO,31,FEDERAL,PÚBLICA,NORDESTE,PB,JOÃO PESSOA,PROFISSIONAL,JORNALISMO,4,2013,EM FUNCIONAMENTO
NÃO SE APLICA,50,FEDERAL,PÚBLICA,NORDESTE,PB,JOÃO PESSOA,ACADÊMICO,CIÊNCIAS DA NUTRIÇÃO,5,1995,EM FUNCIONAMENTO
CIÊNCIAS CONTÁBEIS,27,FEDERAL,PÚBLICA,NORDESTE,PB,JOÃO PESSOA,ACADÊMICO,CIÊNCIAS CONTÁBEIS,5,2015,EM FUNCIONAMENTO
ADMINISTRAÇÃO PÚBLICA,27,FEDERAL,PÚBLICA,NORDESTE,PB,JOÃO PESSOA,ACADÊMICO,GESTÃO PÚBLICA E COOPERAÇÃO INTERNACIONAL,3,2016,EM FUNCIONAMENTO
NÃO SE APLICA,37,FEDERAL,PÚBLICA,NORDESTE,PB,JOÃO PESSOA,PROFISSIONAL,PSICOLOGIA CLÍNICA,A,2024,EM FUNCIONAMENTO
NÃO SE APLICA,35,FEDERAL,PÚBLICA,NORDESTE,PB,JOÃO PESSOA,ACADÊMICO,ANTROPOLOGIA,4,2011,EM FUNCIONAMENTO
NÃO SE APLICA,6,FEDERAL,PÚBLICA,NORDESTE,PB,JOÃO PESSOA,ACADÊMICO,BIOLOGIA CELULAR E MOLECULAR,3,2010,EM FUNCIONAMENTO
TÓPICOS ESPECÍFICOS DE EDUCAÇÃO,38,FEDERAL,PÚBLICA,NORDESTE,PB,JOÃO PESSOA,ACADÊMICO,EDUCAÇÃO,4,1977,EM FUNCIONAMENTO
ENGENHARIA TÉRMICA,13,FEDERAL,PÚBLICA,NORDESTE,PB,JOÃO PESSOA,ACADÊMICO,ENERGIAS RENOVÁVEIS,4,2014,EM FUNCIONAMENTO
NÃO SE APLICA,49,FEDERAL,PÚBLICA,NORDESTE,PB,JOÃO PESSOA,ACADÊMICO,DESENVOLVIMENTO E MEIO AMBIENTE - PRODEMA,4,1996,EM FUNCIONAMENTO
"SOCIAIS, CULTURAS E HUMANIDADES",45,FEDERAL,PÚBLICA,NORDESTE,PB,JOÃO PESSOA,ACADÊMICO,"DIREITOS HUMANOS, CIDADANIA E POLÍTICAS PÚBLICAS",4,2012,EM FUNCIONAMENTO
NÃO SE APLICA,25,FEDERAL,PÚBLICA,NORDESTE,PB,JOÃO PESSOA,ACADÊMICO,CIÊNCIA E TECNOLOGIA DE ALIMENTOS,5,1978,EM FUNCIONAMENTO
ECONOMIA DOS RECURSOS HUMANOS,28,FEDERAL,PÚBLICA,NORDESTE,PB,JOÃO PESSOA,ACADÊMICO,ECONOMIA,5,1980,EM FUNCIONAMENTO
NÃO SE APLICA,39,FEDERAL,PÚBLICA,NORDESTE,PB,JOÃO PESSOA,ACADÊMICO,CIÊNCIA POLÍTICA E RELAÇÕES INTERNACIONAIS,4,2016,EM FUNCIONAMENTO
NÃO SE APLICA,32,FEDERAL,PÚBLICA,NORDESTE,PB,JOÃO PESSOA,ACADÊMICO,SERVIÇO SOCIAL,4,1978,EM FUNCIONAMENTO
NÃO SE APLICA,13,FEDERAL,PÚBLICA,NORDESTE,PB,JOÃO PESSOA,ACADÊMICO,ENGENHARIA MECÂNICA,4,1975,EM FUNCIONAMENTO
NÃO SE APLICA,41,FEDERAL,PÚBLICA,NORDESTE,PB,JOÃO PESSOA,PROFISSIONAL,LINGUÍSTICA E ENSINO,4,2012,EM FUNCIONAMENTO
NÃO SE APLICA,3,FEDERAL,PÚBLICA,NORDESTE,PB,JOÃO PESSOA,ACADÊMICO,FÍSICA,5,1973,EM FUNCIONAMENTO
NÃO SE APLICA,7,FEDERAL,PÚBLICA,NORDESTE,PB,JOÃO PESSOA,ACADÊMICO,CIÊNCIAS BIOLÓGICAS (ZOOLOGIA),5,1981,EM FUNCIONAMENTO
NÃO SE APLICA,29,FEDERAL,PÚBLICA,NORDESTE,PB,JOÃO PESSOA,ACADÊMICO,ARQUITETURA E URBANISMO,5,2008,EM FUNCIONAMENTO
PSICOLOGIA SOCIAL,37,FEDERAL,PÚBLICA,NORDESTE,PB,JOÃO PESSOA,ACADÊMICO,PSICOLOGIA SOCIAL,5,2012,EM FUNCIONAMENTO
NÃO SE APLICA,28,FEDERAL,PÚBLICA,NORDESTE,PB,JOÃO PESSOA,PROFISSIONAL,ECONOMIA DO SETOR PÚBLICO,3,2015,EM FUNCIONAMENTO
NÃO SE APLICA,31,FEDERAL,PÚBLICA,NORDESTE,PB,JOÃO PESSOA,ACADÊMICO,CIÊNCIA DA INFORMAÇÃO,4,2007,EM FUNCIONAMENTO
NÃO SE APLICA,31,FEDERAL,PÚBLICA,NORDESTE,PB,JOÃO PESSOA,ACADÊMICO,COMUNICAÇÃO E CULTURAS MIDIÁTICAS,3,2008,EM FUNCIONAMENTO
NÃO SE APLICA,21,FEDERAL,PÚBLICA,NORDESTE,PB,JOÃO PESSOA,ACADÊMICO,FISIOTERAPIA,3,2018,EM FUNCIONAMENTO
NÃO SE APLICA,41,FEDERAL,PÚBLICA,NORDESTE,PB,JOÃO PESSOA,ACADÊMICO,LETRAS,5,2006,EM FUNCIONAMENTO
NÃO SE APLICA,4,FEDERAL,PÚBLICA,NORDESTE,PB,JOÃO PESSOA,ACADÊMICO,QUÍMICA,5,1986,EM FUNCIONAMENTO
NÃO SE APLICA,47,FEDERAL,PÚBLICA,NORDESTE,PB,JOÃO PESSOA,ACADÊMICO,CIÊNCIA E ENGENHARIA DE MATERIAIS,5,2011,EM FUNCIONAMENTO
