AN_BASE,CD_AREA_AVALIACAO,NM_AREA_AVALIACAO,IN_REDE,SG_UF_PROGRAMA,CD_PROGRAMA_IES,NM_PROGRAMA_IES,DS_SITUACAO_PROGRAMA
2024,46,ENSINO,NÃO,MG,32004010045P7,ENSINO DE CIÊNCIAS E EDUCAÇÃO MATEMÁTICA,EM FUNCIONAMENTO
2024,23,ZOOTECNIA / RECURSOS PESQUEIROS,NÃO,MG,32004010004P9,ZOOTECNIA,EM FUNCIONAMENTO
2024,42,CIÊNCIAS AGRÁRIAS I,NÃO,MG,32004010011P5,ESTATÍSTICA E EXPERIMENTAÇÃO AGROPECUÁRIA,EM FUNCIONAMENTO
2024,42,CIÊNCIAS AGRÁRIAS I,NÃO,MG,32004010013P8,AGROQUÍMICA,EM FUNCIONAMENTO
2024,25,CIÊNCIA DE ALIMENTOS,NÃO,MG,32004010042P8,ENGENHARIA DE ALIMENTOS,EM FUNCIONAMENTO
2024,33,FILOSOFIA,NÃO,MG,32004010048P6,FILOSOFIA,EM FUNCIONAMENTO
2024,27,"ADMINISTRAÇÃO PÚBLICA E DE EMPRESAS, CIÊNCIAS CONTÁBEIS E TURISMO",NÃO,MG,32004010024P0,ADMINISTRAÇÃO PÚBLICA,EM FUNCIONAMENTO
2024,42,CIÊNCIAS AGRÁRIAS I,NÃO,MG,32004010001P0,AGRONOMIA (FITOTECNIA),EM FUNCIONAMENTO
2024,42,CIÊNCIAS AGRÁRIAS I,NÃO,MG,32004010008P4,AGRONOMIA (FISIOLOGIA VEGETAL),EM FUNCIONAMENTO
2024,42,CIÊNCIAS AGRÁRIAS I,NÃO,MG,32004010009P0,ENGENHARIA AGRÍCOLA,EM FUNCIONAMENTO
2024,38,EDUCAÇÃO,NÃO,MG,32004010023P3,EDUCAÇÃO,EM FUNCIONAMENTO
2024,41,LINGUÍSTICA E LITERATURA,NÃO,MG,32004010047P0,LETRAS,EM FUNCIONAMENTO
2024,14,ENGENHARIAS IV,NÃO,MG,32004010020P4,ENGENHARIA DE SISTEMAS E AUTOMAÇÃO,EM FUNCIONAMENTO
2024,50,NUTRIÇÃO,NÃO,MG,32004010040P5,NUTRIÇÃO E SAÚDE,EM FUNCIONAMENTO
2024,25,CIÊNCIA DE ALIMENTOS,NÃO,MG,32004010005P5,CIÊNCIAS DOS ALIMENTOS,EM FUNCIONAMENTO
2024,10,ENGENHARIAS I,NÃO,MG,32004010043P4,ENGENHARIA AMBIENTAL,EM FUNCIONAMENTO
2024,42,CIÊNCIAS AGRÁRIAS I,NÃO,MG,32004010016P7,BIOTECNOLOGIA VEGETAL,EM FUNCIONAMENTO
2024,42,CIÊNCIAS AGRÁRIAS I,NÃO,MG,32004010029P1,"PLANTAS MEDICINAIS, AROMÁTICAS E CONDIMENTARES",EM FUNCIONAMENTO
2024,45,INTERDISCIPLINAR,NÃO,MG,32004010030P0,DESENVOLVIMENTO SUSTENTÁVEL E EXTENSÃO,EM FUNCIONAMENTO
2024,42,CIÊNCIAS AGRÁRIAS I,NÃO,MG,32004010026P2,GENÉTICA E MELHORAMENTO DE PLANTAS,EM FUNCIONAMENTO
2024,42,CIÊNCIAS AGRÁRIAS I,NÃO,MG,32004010010P9,ENGENHARIA FLORESTAL,EM FUNCIONAMENTO
2024,46,ENSINO,NÃO,MG,32004010044P0,EDUCAÇÃO CIENTÍFICA E AMBIENTAL,EM FUNCIONAMENTO
2024,42,CIÊNCIAS AGRÁRIAS I,NÃO,MG,32004010031P6,ENGENHARIA DE BIOMATERIAIS,EM FUNCIONAMENTO
2024,42,CIÊNCIAS AGRÁRIAS I,NÃO,MG,32004010006P1,GENÉTICA E MELHORAMENTO DE PLANTAS,EM FUNCIONAMENTO
2024,3,ASTRONOMIA / FÍSICA,NÃO,MG,32004010046P3,FÍSICA,EM FUNCIONAMENTO
2024,2,COMPUTAÇÃO,NÃO,MG,32004010027P9,CIÊNCIA DA COMPUTAÇÃO,EM FUNCIONAMENTO
2024,16,MEDICINA II,NÃO,MG,32004010041P1,CIÊNCIAS DA SAÚDE,EM FUNCIONAMENTO
2024,12,ENGENHARIAS II,NÃO,MG,32004010050P0,ENGENHARIA QUÍMICA E DE MATERIAIS,EM FUNCIONAMENTO
2024,42,CIÊNCIAS AGRÁRIAS I,NÃO,MG,32004010014P4,MICROBIOLOGIA AGRÍCOLA,EM FUNCIONAMENTO
2024,42,CIÊNCIAS AGRÁRIAS I,NÃO,MG,32004010012P1,AGRONOMIA (FITOPATOLOGIA),EM FUNCIONAMENTO
2024,42,CIÊNCIAS AGRÁRIAS I,NÃO,MG,32004010018P0,CIÊNCIA E TECNOLOGIA DA MADEIRA,EM FUNCIONAMENTO
2024,42,CIÊNCIAS AGRÁRIAS I,NÃO,MG,32004010022P7,RECURSOS HÍDRICOS,EM FUNCIONAMENTO
2024,45,INTERDISCIPLINAR,NÃO,MG,32004010028P5,TECNOLOGIAS E INOVAÇÕES AMBIENTAIS,EM FUNCIONAMENTO
2024,27,"ADMINISTRAÇÃO PÚBLICA E DE EMPRESAS, CIÊNCIAS CONTÁBEIS E TURISMO",NÃO,MG,32004010003P2,ADMINISTRAÇÃO,EM FUNCIONAMENTO
2024,24,MEDICINA VETERINÁRIA,NÃO,MG,32004010015P0,CIÊNCIAS VETERINÁRIAS,EM FUNCIONAMENTO
2024,42,CIÊNCIAS AGRÁRIAS I,NÃO,MG,32004010025P6,BOTÂNICA APLICADA,EM FUNCIONAMENTO
2024,42,CIÊNCIAS AGRÁRIAS I,NÃO,MG,32004010007P8,ENTOMOLOGIA,EM FUNCIONAMENTO
2024,42,CIÊNCIAS AGRÁRIAS I,NÃO,MG,32004010002P6,CIÊNCIA DO SOLO,EM FUNCIONAMENTO
2024,7,BIODIVERSIDADE,NÃO,MG,32004010017P3,ECOLOGIA APLICADA,EM FUNCIONAMENTO
2024,46,ENSINO,NÃO,MG,32005016027P1,EDUCAÇÃO MATEMÁTICA,EM FUNCIONAMENTO
2024,4,QUÍMICA,NÃO,MG,32005016009P3,QUÍMICA,EM FUNCIONAMENTO
2024,18,ODONTOLOGIA,NÃO,MG,32005016018P2,ODONTOLOGIA,EM FUNCIONAMENTO
2024,3,ASTRONOMIA / FÍSICA,NÃO,MG,32005016008P7,FÍSICA,EM FUNCIONAMENTO
2024,40,HISTÓRIA,NÃO,MG,32005016010P1,HISTÓRIA,EM FUNCIONAMENTO
2024,38,EDUCAÇÃO,NÃO,MG,32005016031P9,GESTÃO E AVALIAÇÃO DA EDUCAÇÃO PÚBLICA,EM FUNCIONAMENTO
2024,28,ECONOMIA,NÃO,MG,32005016016P0,ECONOMIA,EM FUNCIONAMENTO
2024,27,"ADMINISTRAÇÃO PÚBLICA E DE EMPRESAS, CIÊNCIAS CONTÁBEIS E TURISMO",NÃO,MG,32005016070P4,ADMINISTRAÇÃO,EM FUNCIONAMENTO
2024,36,GEOGRAFIA,NÃO,MG,32005016035P4,GEOGRAFIA,EM FUNCIONAMENTO
2024,25,CIÊNCIA DE ALIMENTOS,SIM,MG,32005016028P8,CIÊNCIA E TECNOLOGIA DO LEITE E DERIVADOS,EM FUNCIONAMENTO
2024,1,MATEMÁTICA / PROBABILIDADE E ESTATÍSTICA,NÃO,MG,32005016030P2,MATEMÁTICA,EM FUNCIONAMENTO
2024,20,ENFERMAGEM,NÃO,MG,32005016033P1,ENFERMAGEM,EM FUNCIONAMENTO
2024,7,BIODIVERSIDADE,NÃO,MG,32005016012P4,BIODIVERSIDADE E CONSERVAÇÃO DA NATUREZA,EM FUNCIONAMENTO
2024,21,"EDUCAÇÃO FÍSICA, FISIOTERAPIA, FONOAUDIOLOGIA E TERAPIA OCUPACIONAL",NÃO,MG,32005016071P0,CIÊNCIAS DA REABILITAÇÃO E DESEMPENHO FÍSICO-FUNCIONAL,EM FUNCIONAMENTO
2024,19,FARMÁCIA,NÃO,MG,32005016032P5,CIÊNCIAS FARMACÊUTICAS,EM FUNCIONAMENTO
2024,37,PSICOLOGIA,NÃO,MG,32005016025P9,PSICOLOGIA,EM FUNCIONAMENTO
2024,34,SOCIOLOGIA,NÃO,MG,32005016011P8,CIÊNCIAS SOCIAIS,EM FUNCIONAMENTO
2024,11,ARTES,NÃO,MG,32005016038P3,"ARTES, CULTURA E LINGUAGENS",EM FUNCIONAMENTO
2024,22,SAÚDE COLETIVA,NÃO,MG,32005016021P3,SAÚDE COLETIVA,EM FUNCIONAMENTO
2024,32,SERVIÇO SOCIAL,NÃO,MG,32005016013P0,SERVIÇO SOCIAL,EM FUNCIONAMENTO
2024,44,CIÊNCIAS DA RELIGIÃO E TEOLOGIA,NÃO,MG,32005016004P1,CIÊNCIA DA RELIGIÃO,EM FUNCIONAMENTO
2024,26,DIREITO,NÃO,MG,32005016036P0,DIREITO E INOVAÇÃO,EM FUNCIONAMENTO
2024,14,ENGENHARIAS IV,NÃO,MG,32005016005P8,ENGENHARIA ELÉTRICA,EM FUNCIONAMENTO
2024,33,FILOSOFIA,NÃO,MG,32005016107P5,FILOSOFIA,EM FUNCIONAMENTO
2024,15,MEDICINA I,NÃO,MG,32005016014P7,SAÚDE,EM FUNCIONAMENTO
2024,41,LINGUÍSTICA E LITERATURA,NÃO,MG,32005016022P0,LINGÜÍSTICA,EM FUNCIONAMENTO
2024,10,ENGENHARIAS I,NÃO,MG,32005016106P9,ENGENHARIA CIVIL,EM FUNCIONAMENTO
2024,45,INTERDISCIPLINAR,NÃO,MG,32005016017P6,MODELAGEM COMPUTACIONAL,EM FUNCIONAMENTO
2024,2,COMPUTAÇÃO,NÃO,MG,32005016034P8,CIÊNCIA DA COMPUTAÇÃO,EM FUNCIONAMENTO
2024,38,EDUCAÇÃO,NÃO,MG,32005016007P0,EDUCAÇÃO,EM FUNCIONAMENTO
2024,6,CIÊNCIAS BIOLÓGICAS I,NÃO,MG,32005016015P3,CIÊNCIAS BIOLÓGICAS,EM FUNCIONAMENTO
2024,45,INTERDISCIPLINAR,NÃO,MG,32005016029P4,AMBIENTE CONSTRUÍDO,EM FUNCIONAMENTO
2024,41,LINGUÍSTICA E LITERATURA,NÃO,MG,32005016020P7,LETRAS: ESTUDOS LITERÁRIOS,EM FUNCIONAMENTO
2024,31,COMUNICAÇÃO E INFORMAÇÃO,NÃO,MG,32005016019P9,COMUNICAÇÃO,EM FUNCIONAMENTO
2024,7,BIODIVERSIDADE,NÃO,MG,32006012029P0,BIOLOGIA VEGETAL,EM FUNCIONAMENTO
2024,14,ENGENHARIAS IV,NÃO,MG,32006012001P9,ENGENHARIA ELÉTRICA,EM FUNCIONAMENTO
2024,7,BIODIVERSIDADE,NÃO,MG,32006012013P7,"ECOLOGIA, CONSERVAÇÃO E BIODIVERSIDADE",EM FUNCIONAMENTO
2024,26,DIREITO,NÃO,MG,32006012027P8,DIREITO,EM FUNCIONAMENTO
2024,6,CIÊNCIAS BIOLÓGICAS I,NÃO,MG,32006012006P0,GENÉTICA E BIOQUÍMICA,EM FUNCIONAMENTO
2024,6,CIÊNCIAS BIOLÓGICAS I,NÃO,MG,32006012031P5,BIOLOGIA CELULAR E ESTRUTURAL APLICADAS,EM FUNCIONAMENTO
2024,36,GEOGRAFIA,NÃO,MG,32006012070P0,GEOGRAFIA,EM FUNCIONAMENTO
2024,9,CIÊNCIAS BIOLÓGICAS III,NÃO,MG,32006012004P8,IMUNOLOGIA E PARASITOLOGIA APLICADAS,EM FUNCIONAMENTO
2024,41,LINGUÍSTICA E LITERATURA,NÃO,MG,32006012007P7,ESTUDOS LINGÜÍSTICOS,EM FUNCIONAMENTO
2024,4,QUÍMICA,NÃO,MG,32006012011P4,QUÍMICA,EM FUNCIONAMENTO
2024,24,MEDICINA VETERINÁRIA,NÃO,MG,32006012014P3,CIÊNCIAS VETERINÁRIAS,EM FUNCIONAMENTO
2024,48,BIOTECNOLOGIA,NÃO,MG,32006012171P1,BIOTECNOLOGIA,EM FUNCIONAMENTO
2024,27,"ADMINISTRAÇÃO PÚBLICA E DE EMPRESAS, CIÊNCIAS CONTÁBEIS E TURISMO",NÃO,MG,32006012076P9,GESTÃO ORGANIZACIONAL,EM FUNCIONAMENTO
2024,29,"ARQUITETURA, URBANISMO E DESIGN",NÃO,MG,32006012036P7,ARQUITETURA E URBANISMO,EM FUNCIONAMENTO
2024,41,LINGUÍSTICA E LITERATURA,NÃO,MG,32006012022P6,ESTUDOS LITERÁRIOS,EM FUNCIONAMENTO
2024,27,"ADMINISTRAÇÃO PÚBLICA E DE EMPRESAS, CIÊNCIAS CONTÁBEIS E TURISMO",NÃO,MG,32006012035P0,CIÊNCIAS CONTÁBEIS,EM FUNCIONAMENTO
2024,22,SAÚDE COLETIVA,NÃO,MG,32006012073P0,SAÚDE AMBIENTAL E SAÚDE DO TRABALHADOR,EM FUNCIONAMENTO
2024,39,CIÊNCIA POLÍTICA E RELAÇÕES INTERNACIONAIS,NÃO,MG,32006012072P3,RELAÇÕES INTERNACIONAIS,EM FUNCIONAMENTO
2024,25,CIÊNCIA DE ALIMENTOS,NÃO,MG,32006012172P8,ENGENHARIA DE ALIMENTOS,EM FUNCIONAMENTO
2024,33,FILOSOFIA,NÃO,MG,32006012024P9,FILOSOFIA,EM FUNCIONAMENTO
2024,51,CIÊNCIAS E HUMANIDADES PARA A EDUCAÇÃO BÁSICA,SIM,MG,41002016026P1,PROFARTES,EM FUNCIONAMENTO
2024,11,ARTES,NÃO,MG,32006012075P2,ARTES CÊNICAS,EM FUNCIONAMENTO
2024,18,ODONTOLOGIA,NÃO,MG,32006012016P6,ODONTOLOGIA,EM FUNCIONAMENTO
2024,11,ARTES,NÃO,MG,32006012071P7,MÚSICA,EM FUNCIONAMENTO
2024,36,GEOGRAFIA,NÃO,MG,32006012010P8,GEOGRAFIA,EM FUNCIONAMENTO
2024,15,MEDICINA I,NÃO,MG,32006012008P3,CIÊNCIAS DA SAÚDE,EM FUNCIONAMENTO
2024,38,EDUCAÇÃO,NÃO,MG,32006012174P0,EDUCAÇÃO BÁSICA,EM FUNCIONAMENTO
2024,48,BIOTECNOLOGIA,SIM,MG,32010010010P5,BIOCOMBUSTÍVEIS - UFVJM - UFU,EM FUNCIONAMENTO
2024,45,INTERDISCIPLINAR,NÃO,MG,32006012173P4,AGRICULTURA E INFORMAÇÕES GEOESPACIAIS,EM FUNCIONAMENTO
2024,10,ENGENHARIAS I,NÃO,MG,32006012019P5,ENGENHARIA CIVIL,EM FUNCIONAMENTO
2024,34,SOCIOLOGIA,NÃO,MG,32006012028P4,CIÊNCIAS SOCIAIS,EM FUNCIONAMENTO
2024,27,"ADMINISTRAÇÃO PÚBLICA E DE EMPRESAS, CIÊNCIAS CONTÁBEIS E TURISMO",NÃO,MG,32006012020P3,ADMINISTRAÇÃO,EM FUNCIONAMENTO
2024,49,CIÊNCIAS AMBIENTAIS,NÃO,MG,32006012037P3,QUALIDADE AMBIENTAL,EM FUNCIONAMENTO
2024,3,ASTRONOMIA / FÍSICA,NÃO,MG,32006012018P9,FÍSICA,EM FUNCIONAMENTO
2024,13,ENGENHARIAS III,NÃO,MG,32006012002P5,ENGENHARIA MECÂNICA,EM FUNCIONAMENTO
2024,31,COMUNICAÇÃO E INFORMAÇÃO,NÃO,MG,32006012033P8,"TECNOLOGIAS, COMUNICAÇÃO E EDUCAÇÃO",EM FUNCIONAMENTO
2024,14,ENGENHARIAS IV,NÃO,MG,32006012034P4,ENGENHARIA BIOMÉDICA,EM FUNCIONAMENTO
2024,46,ENSINO,NÃO,MG,32006012032P1,ENSINO DE CIÊNCIAS E MATEMÁTICA,EM FUNCIONAMENTO
2024,15,MEDICINA I,NÃO,MG,32006012030P9,CIÊNCIAS DA SAÚDE,EM FUNCIONAMENTO
2024,1,MATEMÁTICA / PROBABILIDADE E ESTATÍSTICA,NÃO,MG,32006012023P2,MATEMÁTICA,EM FUNCIONAMENTO
2024,12,ENGENHARIAS II,NÃO,MG,32006012005P4,ENGENHARIA QUÍMICA,EM FUNCIONAMENTO
2024,38,EDUCAÇÃO,NÃO,MG,32006012003P1,EDUCAÇÃO,EM FUNCIONAMENTO
2024,28,ECONOMIA,NÃO,MG,32006012009P0,ECONOMIA,EM FUNCIONAMENTO
2024,42,CIÊNCIAS AGRÁRIAS I,NÃO,MG,32006012015P0,AGRONOMIA,EM FUNCIONAMENTO
2024,37,PSICOLOGIA,NÃO,MG,32006012021P0,PSICOLOGIA,EM FUNCIONAMENTO
2024,2,COMPUTAÇÃO,NÃO,MG,32006012017P2,CIÊNCIA DA COMPUTAÇÃO,EM FUNCIONAMENTO
2024,40,HISTÓRIA,NÃO,MG,32006012012P0,HISTÓRIA,EM FUNCIONAMENTO
2024,48,BIOTECNOLOGIA,NÃO,MG,32007019020P0,BIOTECNOLOGIA,EM FUNCIONAMENTO
2024,46,ENSINO,NÃO,MG,32007019018P5,EDUCAÇÃO MATEMÁTICA,EM FUNCIONAMENTO
2024,10,ENGENHARIAS I,NÃO,MG,32007019017P9,ENGENHARIA DAS CONSTRUÇÕES,EM FUNCIONAMENTO
2024,49,CIÊNCIAS AMBIENTAIS,NÃO,MG,32007019009P6,SUSTENTABILIDADE SOCIOECONÔMICA AMBIENTAL,EM FUNCIONAMENTO
2024,31,COMUNICAÇÃO E INFORMAÇÃO,NÃO,MG,32007019049P8,COMUNICAÇÃO,EM FUNCIONAMENTO
2024,4,QUÍMICA,NÃO,MG,32007019029P7,QUÍMICA,EM FUNCIONAMENTO
2024,45,INTERDISCIPLINAR,NÃO,MG,32007019055P8,TURISMO E PATRIMÔNIO,EM FUNCIONAMENTO
2024,33,FILOSOFIA,NÃO,MG,32007019012P7,FILOSOFIA,EM FUNCIONAMENTO
2024,12,ENGENHARIAS II,NÃO,MG,32007019008P0,ENGENHARIA MINERAL,EM FUNCIONAMENTO
2024,40,HISTÓRIA,NÃO,MG,32007019015P6,HISTÓRIA,EM FUNCIONAMENTO
2024,7,BIODIVERSIDADE,NÃO,MG,32007019016P2,ECOLOGIA DE BIOMAS TROPICAIS,EM FUNCIONAMENTO
2024,13,ENGENHARIAS III,NÃO,MG,32007019053P5,ENGENHARIA DE PRODUÇÃO,EM FUNCIONAMENTO
2024,50,NUTRIÇÃO,NÃO,MG,32007019022P2,SAÚDE E NUTRIÇÃO,EM FUNCIONAMENTO
2024,10,ENGENHARIAS I,NÃO,MG,32007019011P0,ENGENHARIA AMBIENTAL,EM FUNCIONAMENTO
2024,12,ENGENHARIAS II,SIM,MG,32007019007P3,ENGENHARIA DE MATERIAIS - UFOP - UEMG,EM FUNCIONAMENTO
2024,5,GEOCIÊNCIAS,NÃO,MG,32007019004P4,EVOLUÇÃO CRUSTAL E RECURSOS NATURAIS,EM FUNCIONAMENTO
2024,38,EDUCAÇÃO,NÃO,MG,32007019024P5,EDUCAÇÃO,EM FUNCIONAMENTO
2024,47,MATERIAIS,NÃO,MG,32007019025P1,CIÊNCIAS,EM FUNCIONAMENTO
2024,6,CIÊNCIAS BIOLÓGICAS I,NÃO,MG,32007019006P7,CIÊNCIAS BIOLÓGICAS,EM FUNCIONAMENTO
2024,10,ENGENHARIAS I,NÃO,MG,32007019013P3,GEOTECNIA,EM FUNCIONAMENTO
2024,19,FARMÁCIA,NÃO,MG,32007019014P0,CIÊNCIAS FARMACÊUTICAS,EM FUNCIONAMENTO
2024,46,ENSINO,NÃO,MG,32007019026P8,ENSINO DE CIÊNCIAS,EM FUNCIONAMENTO
2024,26,DIREITO,NÃO,MG,32007019052P9,DIREITO,EM FUNCIONAMENTO
2024,14,ENGENHARIAS IV,SIM,MG,32007019056P4,ENGENHARIA ELÉTRICA,EM FUNCIONAMENTO
2024,2,COMPUTAÇÃO,NÃO,MG,32007019023P9,CIÊNCIA DA COMPUTAÇÃO,EM FUNCIONAMENTO
2024,28,ECONOMIA,NÃO,MG,32007019050P6,ECONOMIA APLICADA,EM FUNCIONAMENTO
2024,10,ENGENHARIAS I,NÃO,MG,32007019005P0,ENGENHARIA CIVIL,EM FUNCIONAMENTO
2024,13,ENGENHARIAS III,NÃO,MG,32007019054P1,ENGENHARIA MECÂNICA,EM FUNCIONAMENTO
2024,10,ENGENHARIAS I,NÃO,MG,32007019010P4,ENGENHARIA GEOTÉCNICA,EM FUNCIONAMENTO
2024,14,ENGENHARIAS IV,SIM,MG,32007019051P2,"INSTRUMENTAÇÃO, CONTROLE E AUTOMAÇÃO DE PROCESSOS DE MINERAÇÃO",EM FUNCIONAMENTO
2024,41,LINGUÍSTICA E LITERATURA,NÃO,MG,32007019021P6,LETRAS: ESTUDOS DA LINGUAGEM,EM FUNCIONAMENTO
2024,11,ARTES,NÃO,MG,32007019028P0,ARTES CÊNICAS,EM FUNCIONAMENTO
2024,44,CIÊNCIAS DA RELIGIÃO E TEOLOGIA,NÃO,MG,32008015019P8,CIÊNCIAS DA RELIGIÃO,EM FUNCIONAMENTO
2024,36,GEOGRAFIA,NÃO,MG,32008015003P4,GEOGRAFIA - TRATAMENTO DA INFORMAÇÃO ESPACIAL,EM FUNCIONAMENTO
2024,34,SOCIOLOGIA,NÃO,MG,32008015007P0,CIÊNCIAS SOCIAIS,EM FUNCIONAMENTO
2024,39,CIÊNCIA POLÍTICA E RELAÇÕES INTERNACIONAIS,NÃO,MG,32008015017P5,RELAÇÕES INTERNACIONAIS,EM FUNCIONAMENTO
2024,31,COMUNICAÇÃO E INFORMAÇÃO,NÃO,MG,32008015016P9,COMUNICAÇÃO SOCIAL,EM FUNCIONAMENTO
2024,7,BIODIVERSIDADE,NÃO,MG,32008015008P6,BIODIVERSIDADE E MEIO AMBIENTE,EM FUNCIONAMENTO
2024,37,PSICOLOGIA,NÃO,MG,32008015012P3,PSICOLOGIA,EM FUNCIONAMENTO
2024,41,LINGUÍSTICA E LITERATURA,NÃO,MG,32008015001P1,LETRAS,EM FUNCIONAMENTO
2024,2,COMPUTAÇÃO,NÃO,MG,32008015011P7,INFORMÁTICA,EM FUNCIONAMENTO
2024,44,CIÊNCIAS DA RELIGIÃO E TEOLOGIA,NÃO,MG,32008015020P6,TEOLOGIA PRÁTICA,EM FUNCIONAMENTO
2024,13,ENGENHARIAS III,NÃO,MG,32008015004P0,ENGENHARIA MECÂNICA,EM FUNCIONAMENTO
2024,27,"ADMINISTRAÇÃO PÚBLICA E DE EMPRESAS, CIÊNCIAS CONTÁBEIS E TURISMO",NÃO,MG,32008015015P2,ADMINISTRAÇÃO,EM FUNCIONAMENTO
2024,26,DIREITO,NÃO,MG,32008015005P7,DIREITO,EM FUNCIONAMENTO
2024,18,ODONTOLOGIA,NÃO,MG,32008015014P6,ODONTOLOGIA,EM FUNCIONAMENTO
2024,18,ODONTOLOGIA,NÃO,MG,32008015009P2,ODONTOLOGIA,EM FUNCIONAMENTO
2024,38,EDUCAÇÃO,NÃO,MG,32008015006P3,EDUCAÇÃO,EM FUNCIONAMENTO
2024,45,INTERDISCIPLINAR,NÃO,MG,32009011003P0,GESTÃO INTEGRADA DO TERRITÓRIO,EM FUNCIONAMENTO
2024,27,"ADMINISTRAÇÃO PÚBLICA E DE EMPRESAS, CIÊNCIAS CONTÁBEIS E TURISMO",NÃO,MG,32010010042P4,ADMINISTRAÇÃO PÚBLICA,EM FUNCIONAMENTO
2024,42,CIÊNCIAS AGRÁRIAS I,NÃO,MG,32010010002P2,PRODUÇÃO VEGETAL,EM FUNCIONAMENTO
2024,38,EDUCAÇÃO,NÃO,MG,32010010012P8,EDUCAÇÃO,EM FUNCIONAMENTO
2024,18,ODONTOLOGIA,NÃO,MG,32010010006P8,ODONTOLOGIA,EM FUNCIONAMENTO
2024,45,INTERDISCIPLINAR,NÃO,MG,32010010043P0,ESTUDOS RURAIS,EM FUNCIONAMENTO
2024,25,CIÊNCIA DE ALIMENTOS,NÃO,MG,32010010044P7,CIÊNCIA E TECNOLOGIA DE ALIMENTOS,EM FUNCIONAMENTO
2024,22,SAÚDE COLETIVA,NÃO,MG,32010010008P0,ENSINO EM SAÚDE,EM FUNCIONAMENTO
2024,19,FARMÁCIA,NÃO,MG,32010010009P7,CIÊNCIAS FARMACÊUTICAS,EM FUNCIONAMENTO
2024,23,ZOOTECNIA / RECURSOS PESQUEIROS,NÃO,MG,32010010003P9,ZOOTECNIA,EM FUNCIONAMENTO
2024,50,NUTRIÇÃO,NÃO,MG,32010010047P6,CIÊNCIAS DA NUTRIÇÃO,EM FUNCIONAMENTO
2024,45,INTERDISCIPLINAR,NÃO,MG,32010010011P1,CIÊNCIAS HUMANAS,EM FUNCIONAMENTO
2024,7,BIODIVERSIDADE,NÃO,MG,32010010040P1,BIOLOGIA ANIMAL,EM FUNCIONAMENTO
2024,21,"EDUCAÇÃO FÍSICA, FISIOTERAPIA, FONOAUDIOLOGIA E TERAPIA OCUPACIONAL",NÃO,MG,32010010041P8,REABILITAÇÃO E DESEMPENHO FUNCIONAL,EM FUNCIONAMENTO
2024,45,INTERDISCIPLINAR,NÃO,MG,32010010007P4,"SAÚDE, SOCIEDADE E AMBIENTE",EM FUNCIONAMENTO
2024,15,MEDICINA I,NÃO,MG,32010010048P2,CIÊNCIAS DA SAÚDE,EM FUNCIONAMENTO
2024,42,CIÊNCIAS AGRÁRIAS I,NÃO,MG,32010010005P1,CIÊNCIA FLORESTAL,EM FUNCIONAMENTO
2024,45,INTERDISCIPLINAR,NÃO,MG,32010010013P4,"TECNOLOGIA, AMBIENTE E SOCIEDADE",EM FUNCIONAMENTO
2024,4,QUÍMICA,NÃO,MG,32010010004P5,QUÍMICA,EM FUNCIONAMENTO
2024,46,ENSINO,NÃO,MG,32010010046P0,"EDUCAÇÃO EM CIÊNCIAS, MATEMÁTICA E TECNOLOGIA",EM FUNCIONAMENTO
2024,5,GEOCIÊNCIAS,NÃO,MG,32010010045P3,GEOLOGIA,EM FUNCIONAMENTO
2024,36,GEOGRAFIA,NÃO,MG,32011016045P6,GEOGRAFIA,EM FUNCIONAMENTO
2024,28,ECONOMIA,NÃO,MG,32011016043P3,ECONOMIA,EM FUNCIONAMENTO
2024,20,ENFERMAGEM,NÃO,MG,32011016006P0,ENFERMAGEM,EM FUNCIONAMENTO
2024,12,ENGENHARIAS II,NÃO,MG,32011016041P0,ENGENHARIA QUÍMICA,EM FUNCIONAMENTO
2024,21,"EDUCAÇÃO FÍSICA, FISIOTERAPIA, FONOAUDIOLOGIA E TERAPIA OCUPACIONAL",NÃO,MG,32011016042P7,CIÊNCIAS DA REABILITAÇÃO,EM FUNCIONAMENTO
2024,12,ENGENHARIAS II,SIM,MG,32003013005P5,CIÊNCIA E ENGENHARIA DE MATERIAIS,EM FUNCIONAMENTO
2024,16,MEDICINA II,NÃO,MG,32011016007P7,BIOCIÊNCIAS APLICADAS À SAÚDE,EM FUNCIONAMENTO
2024,42,CIÊNCIAS AGRÁRIAS I,NÃO,MG,32011016013P7,ESTATÍSTICA APLICADA E BIOMETRIA,EM FUNCIONAMENTO
2024,38,EDUCAÇÃO,NÃO,MG,32011016015P0,EDUCAÇÃO,EM FUNCIONAMENTO
2024,48,BIOTECNOLOGIA,NÃO,MG,32011016044P0,BIOTECNOLOGIA,EM FUNCIONAMENTO
2024,4,QUÍMICA,NÃO,MG,32011016004P8,QUÍMICA,EM FUNCIONAMENTO
2024,3,ASTRONOMIA / FÍSICA,SIM,MG,32011016010P8,FÍSICA - UFSJ - UNIFAL,EM FUNCIONAMENTO
2024,6,CIÊNCIAS BIOLÓGICAS I,NÃO,MG,32011016040P4,CIÊNCIAS BIOLÓGICAS,EM FUNCIONAMENTO
2024,40,HISTÓRIA,NÃO,MG,32011016014P3,HISTÓRIA IBÉRICA,EM FUNCIONAMENTO
2024,45,INTERDISCIPLINAR,NÃO,MG,32011016012P0,GESTÃO PÚBLICA E SOCIEDADE,EM FUNCIONAMENTO
